iter	Passed	Remaining
161	288	1492
162	289	1485
163	290	1479
164	290	1472
165	291	1466
166	292	1460
167	293	1453
168	294	1447
169	295	1440
170	295	1433
171	296	1427
172	297	1421
173	298	1414
174	298	1408
175	299	1402
176	300	1397
177	301	1391
178	302	1385
179	302	1379
180	303	1371
181	303	1365
182	304	1359
183	305	1353
184	306	1348
185	307	1343
186	308	1339
187	308	1334
188	309	1329
189	310	1324
190	311	1318
191	312	1313
192	313	1308
193	314	1305
194	315	1300
195	315	1295
196	316	1290
197	317	1285
198	318	1281
199	318	1275
200	319	1270
201	320	1267
202	321	1262
203	322	1258
204	323	1253
205	323	1248
206	324	1243
207	325	1238
208	325	1233
209	326	1228
210	327	1223
211	328	1219
212	328	1215
213	329	1211
214	330	1206
215	331	1201
216	331	1197
217	332	1193
218	333	1189
219	334	1184
220	334	1180
221	335	1176
222	336	1172
223	337	1169
224	338	1165
225	339	1161
226	339	1157
227	340	1153
228	341	1148
229	341	1144
230	342	1141
231	343	1137
232	344	1134
233	345	1130
234	346	1126
235	346	1122
236	347	1118
237	348	1114
238	348	1110
239	349	1107
240	350	1103
241	351	1100
242	352	1096
243	352	1093
244	353	1089
245	354	1085
246	354	1081
247	355	1078
248	356	1074
249	357	1071
250	357	1067
251	358	1064
252	359	1061
253	360	1057
254	361	1054
255	361	1051
256	362	1048
257	363	1045
258	364	1041
259	365	1038
260	365	1035
261	366	1032
262	367	1029
263	368	1026
264	369	1023
265	369	1020
266	370	1017
267	371	1014
268	372	1011
269	372	1008
270	373	1005
271	374	1002
272	375	999
273	375	996
274	376	993
275	377	989
276	378	987
277	379	985
278	380	982
279	381	979
280	381	977
281	382	974
282	383	971
283	384	968
284	384	965
285	385	962
286	386	959
287	387	957
288	387	954
289	388	951
290	389	949
291	390	946
292	391	943
293	392	942
294	393	940
295	394	938
296	395	936
297	396	935
298	397	932
299	398	930
300	399	928
301	401	927
302	402	924
303	403	923
304	404	920
305	404	918
306	405	916
307	407	914
308	408	912
309	409	910
310	409	908
311	411	908
312	412	906
313	413	903
314	415	902
315	416	900
316	417	899
317	418	897
318	419	895
319	420	893
320	421	891
321	423	891
322	424	889
323	425	888
324	434	901
325	435	900
326	439	904
327	440	902
328	441	900
329	442	898
330	444	897
331	445	895
332	446	894
333	448	893
334	449	891
335	450	889
336	451	887
337	452	886
338	453	885
339	455	883
340	456	882
341	458	881
342	459	879
343	460	877
344	461	876
345	462	874
346	464	873
347	465	871
348	467	871
349	469	871
350	470	869
351	471	867
352	473	868
353	475	866
354	477	867
355	478	865
356	479	863
357	480	861
358	482	861
359	483	860
360	485	858
361	486	856
362	487	854
363	488	852
364	488	850
365	490	849
366	491	847
367	491	844
368	492	842
369	493	840
370	494	838
371	495	837
372	496	835
373	497	833
374	498	831
375	499	829
376	500	827
377	501	825
378	502	823
379	503	821
380	504	819
381	505	817
382	506	815
383	507	813
384	508	811
385	509	809
386	510	807
387	511	806
388	512	804
389	513	802
390	514	801
391	515	799
392	516	797
393	517	795
394	518	794
395	519	792
396	520	790
397	520	788
398	521	786
399	522	783
400	523	781
401	524	780
402	525	777
403	525	775
404	526	773
405	527	771
406	528	769
407	529	768
408	530	766
409	531	764
410	532	762
411	533	760
412	533	758
413	534	756
414	535	755
415	536	753
416	537	751
417	538	749
418	539	747
419	539	745
420	541	744
421	542	742
422	543	741
423	544	739
424	545	737
425	546	736
426	547	734
427	548	732
428	549	731
429	550	729
430	551	728
431	552	726
432	553	725
433	554	723
434	555	721
435	561	725
436	563	725
437	564	724
438	566	723
439	567	721
440	568	720
441	570	720
442	572	719
443	573	718
444	575	717
445	577	717
446	579	717
447	581	716
448	582	715
449	584	713
450	585	712
451	586	711
452	588	710
453	590	709
454	591	708
455	592	706
456	595	707
457	596	705
458	598	705
459	599	703
460	600	702
461	602	701
462	604	700
463	605	699
464	607	698
465	608	697
466	609	695
467	610	694
468	612	693
469	613	691
470	614	690
471	615	688
472	616	686
473	617	685
474	618	683
475	619	681
476	620	680
477	621	678
478	621	676
479	622	674
480	623	672
481	624	670
482	625	669
483	626	667
484	626	665
485	627	664
486	628	662
487	629	660
488	630	658
489	631	657
490	632	655
491	633	653
492	633	651
493	634	650
494	635	648
495	636	646
496	637	645
497	638	643
498	639	641
499	639	639
500	640	638
501	641	636
502	642	634
503	643	633
504	644	631
505	645	629
506	646	628
507	646	626
508	647	624
509	648	623
510	649	621
511	650	619
512	651	618
513	651	616
514	652	614
515	653	613
516	654	611
517	655	609
518	656	608
519	657	606
520	658	605
521	659	603
522	659	601
523	660	600
524	661	598
525	662	596
526	663	595
527	664	593
528	665	592
529	665	590
530	666	588
531	667	587
532	668	585
533	669	584
534	670	582
535	671	581
536	672	579
537	673	578
538	674	576
539	674	574
540	675	573
541	676	571
542	677	570
543	678	568
544	679	567
545	680	565
546	681	564
547	682	563
548	683	561
549	684	560
550	685	558
551	686	557
552	687	555
553	688	554
554	689	552
555	690	551
556	691	549
557	691	548
558	692	546
559	693	544
560	694	543
561	695	541
562	696	540
563	697	539
564	698	537
565	699	536
566	700	534
567	701	533
568	701	531
569	703	530
570	703	528
571	704	527
572	705	525
573	706	524
574	707	522
575	708	521
576	708	519
577	710	518
578	711	517
579	713	516
580	714	515
581	716	514
582	717	513
583	718	512
584	720	510
585	721	509
586	722	508
587	723	506
588	724	505
589	726	504
590	727	503
591	728	501
592	728	500
593	729	498
594	730	497
595	731	496
596	732	494
597	733	493
598	734	491
599	735	490
600	736	489
601	737	487
602	738	486
603	739	484
604	740	483
605	740	481
606	741	480
607	742	478
608	743	477
609	744	475
610	745	474
611	745	472
612	746	471
613	747	470
614	748	468
615	749	467
616	750	465
617	751	464
618	752	462
619	753	461
620	753	460
621	754	458
622	755	457
623	756	455
624	757	454
625	758	452
626	758	451
627	759	449
628	760	448
629	761	447
630	762	445
631	763	444
632	763	442
633	764	441
634	765	440
635	766	438
636	767	437
637	768	436
638	769	434
639	770	433
640	771	432
641	772	430
642	773	429
643	773	427
644	775	426
645	776	425
646	777	423
647	778	422
648	778	421
649	779	419
650	780	418
651	781	417
652	782	415
653	783	414
654	784	413
655	785	411
656	785	410
657	786	408
658	787	407
659	788	406
660	789	404
661	790	403
662	791	402
663	792	400
664	793	399
665	793	398
666	794	396
667	795	395
668	796	394
669	797	392
670	798	391
671	799	390
672	800	388
673	801	387
674	802	386
675	802	384
676	803	383
677	804	382
678	805	380
679	806	379
680	806	378
681	807	376
682	808	375
683	809	374
684	810	372
685	811	371
686	812	370
687	813	368
688	814	367
689	814	366
690	815	364
691	816	363
692	817	362
693	818	360
694	819	359
695	820	358
696	820	356
697	821	355
698	822	354
699	823	352
700	824	351
701	825	350
702	826	349
703	827	347
704	827	346
705	828	345
706	829	343
707	830	342
708	831	341
709	832	339
710	833	338
711	833	337
712	834	336
713	835	334
714	836	333
715	837	332
716	838	330
717	839	329
718	840	328
719	841	327
720	842	325
721	842	324
722	843	323
723	844	321
724	845	320
725	846	319
726	847	318
727	848	316
728	849	315
729	850	314
730	850	313
731	851	311
732	852	310
733	853	309
734	854	308
735	855	306
736	856	305
737	856	304
738	857	302
739	858	301
740	860	300
741	861	299
742	862	298
743	863	297
744	864	295
745	864	294
746	865	293
747	866	292
748	867	290
749	868	289
750	869	288
751	870	287
752	871	285
753	872	284
754	872	283
755	873	282
756	874	280
757	875	279
758	876	278
759	877	277
760	878	275
761	879	274
762	880	273
763	881	272
764	882	270
765	883	269
766	883	268
767	884	267
768	885	266
769	886	264
770	887	263
771	888	262
772	889	261
773	890	259
774	890	258
775	891	257
776	892	256
777	893	254
778	894	253
779	895	252
780	895	251
781	896	250
782	897	248
783	898	247
784	899	246
785	900	245
786	901	243
787	901	242
788	902	241
789	903	240
790	904	239
791	905	237
792	906	236
793	907	235
794	908	234
795	909	232
796	910	231
797	911	230
798	911	229
799	912	228
800	913	227
801	914	225
802	915	224
803	916	223
804	917	222
805	918	221
806	919	219
807	919	218
808	920	217
809	921	216
810	922	214
811	923	213
812	923	212
813	924	211
814	925	210
815	926	208
816	927	207
817	927	206
818	928	205
819	929	204
820	930	202
821	930	201
822	931	200
823	932	199
824	933	197
825	934	196
826	935	195
827	935	194
828	936	193
829	937	192
830	938	190
831	939	189
832	940	188
833	941	187
834	942	186
835	943	185
836	943	183
837	944	182
838	945	181
839	946	180
840	947	179
841	948	178
842	949	176
843	950	175
844	951	174
845	952	173
846	953	172
847	954	171
848	955	169
849	956	168
850	956	167
851	957	166
852	958	165
853	959	164
854	967	164
855	968	162
856	969	161
857	970	160
858	971	159
859	972	158
860	973	157
861	973	155
862	974	154
863	975	153
864	976	152
865	977	151
866	977	150
867	978	148
868	979	147
869	980	146
870	981	145
871	982	144
872	983	143
873	984	141
874	985	140
875	985	139
876	986	138
877	987	137
878	988	136
879	989	134
880	990	133
881	991	132
882	992	131
883	992	130
884	993	129
885	994	127
886	995	126
887	996	125
888	997	124
889	998	123
890	999	122
891	1000	121
892	1000	119
893	1001	118
894	1002	117
895	1003	116
896	1003	115
897	1004	114
898	1005	112
899	1006	111
900	1007	110
901	1007	109
902	1008	108
903	1009	107
904	1010	106
905	1011	104
906	1012	103
907	1013	102
908	1014	101
909	1015	100
910	1015	99
911	1016	98
912	1017	96
913	1018	95
914	1019	94
915	1019	93
916	1020	92
917	1021	91
918	1022	90
919	1023	88
920	1024	87
921	1025	86
922	1025	85
923	1026	84
924	1027	83
925	1028	82
926	1028	81
927	1029	79
928	1030	78
929	1031	77
930	1032	76
931	1033	75
932	1033	74
933	1034	73
934	1035	71
935	1036	70
936	1036	69
937	1037	68
938	1038	67
939	1039	66
940	1040	65
941	1041	64
942	1041	62
943	1042	61
944	1043	60
945	1044	59
946	1045	58
947	1046	57
948	1046	56
949	1047	55
950	1048	54
951	1049	52
952	1050	51
953	1051	50
954	1052	49
955	1052	48
956	1053	47
957	1054	46
958	1055	45
959	1056	44
960	1057	42
961	1058	41
962	1058	40
963	1059	39
964	1060	38
965	1061	37
966	1062	36
967	1063	35
968	1064	34
969	1065	32
970	1066	31
971	1067	30
972	1068	29
973	1068	28
974	1069	27
975	1070	26
976	1071	25
977	1072	24
978	1073	23
979	1074	21
980	1074	20
981	1075	19
982	1076	18
983	1077	17
984	1078	16
985	1079	15
986	1080	14
987	1081	13
988	1081	12
989	1082	10
990	1083	9
991	1084	8
992	1085	7
993	1086	6
994	1087	5
995	1088	4
996	1089	3
997	1090	2
998	1090	1
999	1091	0
